# Chunk-averaged data for fix tprof and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
1250 20 7999.999999999999
  5 0.225 411.8 279.565
  6 0.275 405.7 252.776
  7 0.325 411 263.759
  8 0.375 416.4 277.195
  9 0.425 467.3 259.953
  10 0.475 396.6 258.875
  11 0.525 426.6 270.301
  12 0.575 476 271.199
  13 0.625 386.9 254.807
  14 0.675 461.7 268.778
  15 0.725 438 268.339
  16 0.775 436.2 276.72
  17 0.825 343.2 275.087
  18 0.875 387.1 280.314
  19 0.925 319.3 305.138
  20 0.975 332.9 295.327
3550 20 8000.000000000002
  1 0.025 325.2 280.191
  2 0.075 382.1 260.682
  3 0.125 395.2 254.303
  4 0.175 380.8 284.013
  5 0.225 412.1 271.685
  6 0.275 405.9 256.229
  7 0.325 409.4 273.01
  8 0.375 422 270.597
  9 0.425 462.1 266.815
  10 0.475 395.8 259.429
  11 0.525 430.1 272.276
  12 0.575 471.3 265.194
  13 0.625 386.5 251.349
  14 0.675 458.3 272.366
  15 0.725 442.4 270.14
  16 0.775 436.5 280.43
  17 0.825 337.6 268.707
  18 0.875 393 274.633
  19 0.925 319.1 305.121
  20 0.975 334.6 298.02
3600 20 8000.000000000001
  1 0.025 325.3 279.675
  2 0.075 383.1 259.32
  3 0.125 401.7 263.786
  4 0.175 378 273.52
  5 0.225 405.7 274.828
  6 0.275 404.6 262.206
  7 0.325 413.9 272.547
  8 0.375 425 274.973
  9 0.425 464 266.272
  10 0.475 389.8 255.813
  11 0.525 431.3 271.565
  12 0.575 471.2 259.64
  13 0.625 381.1 253.817
  14 0.675 460 268.344
  15 0.725 445.5 262.148
  16 0.775 430.9 285.131
  17 0.825 342.6 273.907
  18 0.875 393.6 268.858
  19 0.925 322.3 309.557
  20 0.975 330.4 282.972
3650 20 8000
  1 0.025 325.5 282.894
  2 0.075 385.4 269.676
  3 0.125 399.5 260.188
  4 0.175 380.8 277.175
  5 0.225 404.4 269.806
  6 0.275 398.1 260.14
  7 0.325 415.3 273.345
  8 0.375 430.5 279.06
  9 0.425 458.6 265.389
  10 0.475 391.5 261.217
  11 0.525 436.7 268.766
  12 0.575 465.3 264.016
  13 0.625 378.6 256.246
  14 0.675 463.8 272.727
  15 0.725 440.4 273.611
  16 0.775 433.8 270.144
  17 0.825 337 274.136
  18 0.875 397.4 275.561
  19 0.925 322.7 308.071
  20 0.975 334.7 290.997
3700 20 7999.999999999999
  1 0.025 323.8 282.996
  2 0.075 387.1 268.092
  3 0.125 401.5 266.588
  4 0.175 381.9 271.268
  5 0.225 403.1 270.718
  6 0.275 397.1 258.488
  7 0.325 414.7 279.164
  8 0.375 433.6 274.641
  9 0.425 457.2 261.138
  10 0.475 392.3 268.388
  11 0.525 431.8 276.993
  12 0.575 464.4 264.899
  13 0.625 382.3 256.34
  14 0.675 460.8 272.358
  15 0.725 441.5 273.516
  16 0.775 425.9 273.417
  17 0.825 343.4 277.63
  18 0.875 396 271.607
  19 0.925 327 311.863
  20 0.975 334.6 286.869
3750 20 8000.000000000001
  1 0.025 319.2 280.231
  2 0.075 392.7 265.961
  3 0.125 403 270.232
  4 0.175 376.1 279.135
  5 0.225 404.7 267.47
  6 0.275 397.8 253.703
  7 0.325 415.1 276.057
  8 0.375 432.9 275.425
  9 0.425 461.2 262.933
  10 0.475 386.3 268.33
  11 0.525 435.8 275.204
  12 0.575 455.9 265.574
  13 0.625 385.7 254.259
  14 0.675 464.6 270.777
  15 0.725 439.1 280.985
  16 0.775 423.8 271.307
  17 0.825 347.5 275.741
  18 0.875 389.6 273.924
  19 0.925 339.2 317.823
  20 0.975 329.8 280.072
3800 20 8000
  1 0.025 322 271.79
  2 0.075 386.5 275.118
  3 0.125 408.7 268.052
  4 0.175 374.1 277.46
  5 0.225 408.9 266.437
  6 0.275 390.9 258.683
  7 0.325 422.1 274.407
  8 0.375 427.7 282.498
  9 0.425 462.5 263.875
  10 0.475 386.9 262.66
  11 0.525 435.4 278.79
  12 0.575 452.5 274.468
  13 0.625 391.9 259.943
  14 0.675 453.6 278.827
  15 0.725 440 279.162
  16 0.775 424.2 270.559
  17 0.825 355.3 283.536
  18 0.875 388.7 270.591
  19 0.925 338.6 318.257
  20 0.975 329.5 284.099
3850 20 8000
  1 0.025 325.2 275.543
  2 0.075 381.1 263.393
  3 0.125 410.2 265.236
  4 0.175 376.5 279.767
  5 0.225 408.2 260.268
  6 0.275 388.4 263.317
  7 0.325 421.4 275.048
  8 0.375 428.7 277.244
  9 0.425 460.5 266.864
  10 0.475 390.7 262.367
  11 0.525 435.1 284.962
  12 0.575 444.5 270.556
  13 0.625 396.2 262.458
  14 0.675 454.5 271.528
  15 0.725 434.1 280.904
  16 0.775 420.8 273.137
  17 0.825 367.9 270.661
  18 0.875 385.9 270.052
  19 0.925 343 314.086
  20 0.975 327.1 282.375
3900 20 8000
  1 0.025 328.8 283.828
  2 0.075 378.9 262.14
  3 0.125 410.3 268.146
  4 0.175 373.7 280.095
  5 0.225 411.4 267.371
  6 0.275 389.3 256.514
  7 0.325 421.7 289.086
  8 0.375 423.3 273.777
  9 0.425 470.6 267.462
  10 0.475 389 263.637
  11 0.525 429.5 282.603
  12 0.575 446.2 273.386
  13 0.625 393.2 252.713
  14 0.675 457.7 278.634
  15 0.725 431.6 280.198
  16 0.775 415.9 263.134
  17 0.825 378.2 280.654
  18 0.875 375.5 277.932
  19 0.925 353.1 313.98
  20 0.975 322.1 282.785
3950 20 7999.999999999998
  1 0.025 323.5 277.226
  2 0.075 380 267.774
  3 0.125 404.7 268.135
  4 0.175 380.3 272.835
  5 0.225 409.7 263.955
  6 0.275 391.8 268.633
  7 0.325 418 282.906
  8 0.375 422.5 289.829
  9 0.425 473.5 263.641
  10 0.475 390.2 252.556
  11 0.525 430.9 279.739
  12 0.575 443.9 273.631
  13 0.625 389.2 254.349
  14 0.675 459.5 270.969
  15 0.725 434.9 286.167
  16 0.775 410.6 271.41
  17 0.825 381.2 270.65
  18 0.875 372.3 282.072
  19 0.925 355.9 315.156
  20 0.975 327.4 280.505
4000 20 7999.999999999998
  1 0.025 324.1 280.353
  2 0.075 377.5 248.962
  3 0.125 404.8 272.849
  4 0.175 382.8 277.023
  5 0.225 412.9 264.864
  6 0.275 381.9 266.938
  7 0.325 425.9 281.437
  8 0.375 421.5 275.389
  9 0.425 470.2 271.996
  10 0.475 390.6 260.777
  11 0.525 432.4 276.741
  12 0.575 440.8 273.284
  13 0.625 389.4 252.605
  14 0.675 460.4 273.508
  15 0.725 435.5 281.679
  16 0.775 403.7 259.936
  17 0.825 387.9 277.585
  18 0.875 373.7 276.721
  19 0.925 357.5 311.107
  20 0.975 326.5 292.703
4050 20 7999.999999999999
  1 0.025 326.3 277.55
  2 0.075 372.5 271.567
  3 0.125 410.5 267.917
  4 0.175 381.9 276.447
  5 0.225 414.1 266.583
  6 0.275 378.2 263.108
  7 0.325 422.3 287.717
  8 0.375 434 276.314
  9 0.425 458.1 271.34
  10 0.475 394.4 255.639
  11 0.525 433.6 278.439
  12 0.575 435.9 266.616
  13 0.625 390.1 260.364
  14 0.675 456.9 267.002
  15 0.725 438.7 278.022
  16 0.775 398.9 259.004
  17 0.825 392.9 277.744
  18 0.875 372.8 285.533
  19 0.925 361.6 313.568
  20 0.975 326.3 281.333
4100 20 8000
  1 0.025 330.7 275.742
  2 0.075 370.7 261.494
  3 0.125 406.7 271.472
  4 0.175 384.6 277.392
  5 0.225 412.6 265.212
  6 0.275 378.4 271.127
  7 0.325 423.8 278.885
  8 0.375 429.1 266.693
  9 0.425 462.1 267.275
  10 0.475 396.4 261.708
  11 0.525 434.6 273.891
  12 0.575 430.9 269.406
  13 0.625 391.6 255.169
  14 0.675 458.8 269.477
  15 0.725 432 276.616
  16 0.775 395.1 267.156
  17 0.825 399.8 275.935
  18 0.875 373.7 273.184
  19 0.925 367.5 309.154
  20 0.975 320.9 277.254
4150 20 8000.000000000001
  1 0.025 334.3 270.096
  2 0.075 365.3 261.748
  3 0.125 405.1 266.047
  4 0.175 390.3 282.914
  5 0.225 412.9 269.988
  6 0.275 376.4 260.926
  7 0.325 430 288.685
  8 0.375 419.4 260.064
  9 0.425 470.5 270.466
  10 0.475 388.8 270.007
  11 0.525 433.9 268.717
  12 0.575 431.9 275.377
  13 0.625 391.1 258.288
  14 0.675 456.2 271.309
  15 0.725 432.1 270.736
  16 0.775 395.1 267.28
  17 0.825 398.5 280.122
  18 0.875 375.2 276.942
  19 0.925 374.1 310.349
  20 0.975 318.9 278.383
4200 20 8000.000000000002
  1 0.025 327.2 276.62
  2 0.075 366.8 259.994
  3 0.125 410.5 272.133
  4 0.175 392.9 269.281
  5 0.225 416.6 269.505
  6 0.275 368.2 252.663
  7 0.325 429.2 286.8
  8 0.375 419.3 269.218
  9 0.425 473.8 262.949
  10 0.475 376.2 257.766
  11 0.525 444.1 274.362
  12 0.575 432 264.164
  13 0.625 387.8 253.288
  14 0.675 454.1 273.261
  15 0.725 433.3 266.202
  16 0.775 397.3 269.878
  17 0.825 394.5 278.546
  18 0.875 376.3 278.332
  19 0.925 381.8 301.902
  20 0.975 318.1 272.635
